"Year","Quarter","Group","Unit","Population","Deflator","Total Wealth (nominal $)","Wealth Per Unit (nominal $)","Wealth Share"
"2005","3","Top 1%","Adults","2148009.157146641","0.72541016","16462994824763.16","7664303.83687571","0.3205905456"
"2005","4","Top 1%","Adults","2154199.902629319","0.73127949","16999880010314.03","7891505.32852812","0.3218851626"
"2006","1","Top 1%","Adults","2160559.096060404","0.73643064","17903769434528.26","8286637.226065357","0.3284122873"
"2006","2","Top 1%","Adults","2166916.839265981","0.74296045","17688592342332.09","8163023.1588969985","0.3258775672"
"2006","3","Top 1%","Adults","2172877.064582676","0.74814469","18054359109604.3","8308964.830033691","0.3264557169"
"2006","4","Top 1%","Adults","2178700.951752162","0.75094324","18676727971020.19","8572414.65654106","0.329318072"
"2007","1","Top 1%","Adults","2184834.0273462962","0.75814158","19184163480552.24","8780604.494636767","0.3335682539"
"2007","2","Top 1%","Adults","2191202.827887758","0.76321024","19347294996096.16","8829531.775817515","0.3329237192"
"2007","3","Top 1%","Adults","2197359.903838153","0.76717275","19695529867300.06","8963269.891699424","0.335025257"
"2007","4","Top 1%","Adults","2203446.589109007","0.77042526","19465612477568.17","8834165.78998602","0.3354755624"
"2008","1","Top 1%","Adults","2209764.015688186","0.77313292","18909506947587.01","8557251.730655063","0.3387048184"
"2008","2","Top 1%","Adults","2216175.5689839115","0.77705407","18378535436717.05","8292905.893346427","0.3376325919"
"2008","3","Top 1%","Adults","2222306.316949686","0.78291523","17582394431128.31","7911778.091537677","0.3397657945"
"2008","4","Top 1%","Adults","2228453.2935813763","0.78477269","16213964326813.31","7275882.502682225","0.3372466086"
"2009","1","Top 1%","Adults","2234935.627725033","0.78438467","15415264350855.34","6897408.658945008","0.3345976281"
"2009","2","Top 1%","Adults","2241765.3253016835","0.78301424","15694849136184.74","7001111.561074137","0.3346352078"
"2009","3","Top 1%","Adults","2248407.208370441","0.78385633","16295235039049.95","7247457.212548303","0.3340987345"
"2009","4","Top 1%","Adults","2254902.578285109","0.78644013","16223357915801.24","7194704.583707282","0.3305731665"
"2010","1","Top 1%","Adults","2261408.1030231793","0.78857827","16726040210644.25","7396294.454010281","0.3340569604"
"2010","2","Top 1%","Adults","2268095.8949151062","0.79242516","16510886777877.3","7279624.646776805","0.3370031252"
"2010","3","Top 1%","Adults","2274464.839739914","0.79481912","17406650476667.4","7653075.208081853","0.3411932935"
"2010","4","Top 1%","Adults","2280701.488574287","0.79947507","18238106929251.32","7996709.354827639","0.3464603385"
"2011","1","Top 1%","Adults","2287315.570671709","0.80360258","18800320959749.19","8219382.231647275","0.3500444095"
"2011","2","Top 1%","Adults","2294171.213659635","0.80891061","18919494402253.59","8246766.540180511","0.351094343"
"2011","3","Top 1%","Adults","2300699.461538323","0.81391323","18086843026487.11","7861454.018159178","0.350206908"
"2011","4","Top 1%","Adults","2307042.8004637053","0.81489551","18629560926614.77","8075082.492128152","0.3514605399"
"2012","1","Top 1%","Adults","2313498.068401865","0.81984043","19662158368026.35","8498886.874631679","0.3563988928"
"2012","2","Top 1%","Adults","2319939.896103354","0.82314241","19714944566344.64","8498041.091262104","0.3588652474"
"2012","3","Top 1%","Adults","2325826.790219758","0.82741034","20597314733156.5","8855910.86136313","0.3625709374"
"2012","4","Top 1%","Adults","2331484.9183070096","0.83160394","21077442862774.71","9040351.36460584","0.3652830663"
"2013","1","Top 1%","Adults","2337511.487837202","0.83493078","21947500225901.48","9389258.76518731","0.3641459915"
"2013","2","Top 1%","Adults","2343828.3519519516","0.83730006","21967957994931.65","9372682.080851452","0.3609399715"
"2013","3","Top 1%","Adults","2349884.249243779","0.84124589","22521529469639.89","9584101.632617686","0.3576562395"
"2013","4","Top 1%","Adults","2355809.425442072","0.84627324","22997373736378.87","9761983.922813863","0.3538441057"
"2014","1","Top 1%","Adults","2361964.600569744","0.8497982","23702734241841.33","10035177.59585552","0.3560944108"
"2014","2","Top 1%","Adults","2368242.9781048642","0.85461098","24420170996644.86","10311514.157295877","0.3569234175"
"2014","3","Top 1%","Adults","2374066.6663423493","0.85834223","24478072140468.88","10310608.580415934","0.3558611992"
"2014","4","Top 1%","Adults","2379684.168334831","0.85977042","25255603905322.76","10613006.650792323","0.3580171255"
"2015","1","Top 1%","Adults","2385558.11833302","0.859465","25898271247023","10856273.443096912","0.3589450108"
"2015","2","Top 1%","Adults","2391568.753362772","0.8641209","26048895680761.34","10891970.236746958","0.3593449936"
"2015","3","Top 1%","Adults","2397255.65252823","0.86669642","25346723396412.61","10573224.99987895","0.3566722028"
"2015","4","Top 1%","Adults","2402719.005790519","0.86661386","25876197135565.32","10769547.780328888","0.3553898783"
"2016","1","Top 1%","Adults","2408348.050090273","0.86592042","26213503814464.15","10884433.341551932","0.354848093"
"2016","2","Top 1%","Adults","2413969.550149817","0.87203753","26581597288446.79","11011571.080835328","0.354010324"
"2016","3","Top 1%","Adults","2419177.688656583","0.87445623","27130971272961.41","11214955.97457654","0.3536671257"
"2016","4","Top 1%","Adults","2424133.911930933","0.87906259","27301987793625.35","11262574.092649063","0.3531207876"
"2017","1","Top 1%","Adults","2429225.660448069","0.88350385","28135034229839.2","11581894.052876797","0.3532065674"
"2017","2","Top 1%","Adults","2434249.101543101","0.8863436","28632540422036.38","11762370.746644562","0.35281655"
"2017","3","Top 1%","Adults","2438888.221183855","0.89075184","29241230521482.13","11989573.883500168","0.3518027887"
"2017","4","Top 1%","Adults","2443359.6603313484","0.89708346","30294193080790.16","12398581.17191061","0.352950571"
"2018","1","Top 1%","Adults","2448032.9749878934","0.90196228","30564091529432.7","12485163.329788828","0.3522406294"
"2018","2","Top 1%","Adults","2452761.480651747","0.90999448","31029872352657.7","12650994.643153174","0.3524665118"
"2018","3","Top 1%","Adults","2457192.48258534","0.91299111","31775680137846.26","12931701.672965163","0.3528742119"
"2018","4","Top 1%","Adults","2461543.052135332","0.91776264","29952994209878.1","12168381.204584079","0.3491129808"
"2019","1","Top 1%","Adults","2465875.284750794","0.92056108","32266004504437.63","13085010.707546182","0.3522197754"
"2019","2","Top 1%","Adults","2468768.3531307983","0.9258278","32938571614075.47","13342107.03580351","0.3518481812"
"2019","3","Top 1%","Adults","2472220.1781448494","0.92884094","32912457426299.04","13312915.134847132","0.3491509174"
"2019","4","Top 1%","Adults","2475657.162637691","0.93264657","34344474855404.21","13872871.968593527","0.3503478863"
"2020","1","Top 1%","Adults","2478236.7660998544","0.93568444","31401890361446.03","12671061.454255244","0.3460519078"
"2020","2","Top 1%","Adults","2481004.322757645","0.93166423","34640529616079.43","13962301.193242727","0.3498857014"
"2020","3","Top 1%","Adults","2484538.933814329","0.94015872","36335878124945.86","14624797.233167954","0.3521788982"
"2020","4","Top 1%","Adults","2487905.5662147393","0.94470727","39684153841396.02","15950828.029929634","0.3564546184"
"2021","1","Top 1%","Adults","2489379.5909563894","0.95472074","41832546200843.73","16804406.347997803","0.360487319"
"2021","2","Top 1%","Adults","2490868.6968763485","0.96925795","44030019341644","17676571.790740896","0.3620985365"
"2021","3","Top 1%","Adults","2493107.28922685","0.9833082","45973386063852.43","18440195.599488005","0.3626186536"
"2021","4","Top 1%","Adults","2495338.421207231","1","47281084709287.94","18947764.482548065","0.3639047159"
"1976","1","Top 0.1%","Adults","142686.5974238029","0.25500882","323684820697.9031","2268501.923390221","0.0743790057"
"1976","2","Top 0.1%","Adults","143434.3262963304","0.25757614","326514758871.011","2276405.985248208","0.0725280853"
"1976","3","Top 0.1%","Adults","144162.5957176125","0.26090294","325324621715.8385","2256650.6942833383","0.0709660668"
"1976","4","Top 0.1%","Adults","144889.8241656696","0.26558363","327473895286.5206","2260158.000551379","0.0694473735"
"1977","1","Top 0.1%","Adults","145644.9157228233","0.26985976","327628618561.9663","2249502.6135033504","0.0685238704"
"1977","2","Top 0.1%","Adults","146424.5624727474","0.27366537","339752735160.3848","2320326.108016336","0.0689619605"
"1977","3","Top 0.1%","Adults","147164.3002847798","0.2769922","346162786714.1842","2352219.8389440877","0.0687966354"
"1977","4","Top 0.1%","Adults","147898.251270088","0.28297713","353198186935.09204","2388116.0453350497","0.0685712227"
"1978","1","Top 0.1%","Adults","148666.8767451407","0.28709644","356318425199.6747","2396757.3208019333","0.0674903324"
"1978","2","Top 0.1%","Adults","149458.7726998868","0.29258609","370146763285.3013","2476581.0437140134","0.0674803103"
"1978","3","Top 0.1%","Adults","150217.4355459514","0.2975474","384305055295.57","2558325.2296835496","0.0674621184"
"1978","4","Top 0.1%","Adults","150964.5380431212","0.30363971","387989539914.8548","2570070.726172992","0.0666108845"
"1979","1","Top 0.1%","Adults","151741.0161017162","0.30917063","419256810515.9174","2762976.163510583","0.0689431012"
"1979","2","Top 0.1%","Adults","152536.8455855241","0.3167488","448909815495.1996","2942959.871577426","0.0712573877"
"1979","3","Top 0.1%","Adults","153229.4946269999","0.32366663","484152833325.8044","3159658.2270558104","0.0740475975"
"1979","4","Top 0.1%","Adults","154118.9683083691","0.32967636","517425125105.1364","3357309.8158160895","0.0766960367"
"1980","1","Top 0.1%","Adults","154826.3969570137","0.33660239","518744092098.2233","3350488.6911645206","0.0753974872"
"1980","2","Top 0.1%","Adults","155585.0428760116","0.34460983","546574400874.6991","3513026.642993399","0.0761420638"
"1980","3","Top 0.1%","Adults","156405.8872405501","0.35231188","577270654792.6057","3690849.909663384","0.0766868601"
"1980","4","Top 0.1%","Adults","157039.2313050559","0.36149156","607003005175.7278","3865295.3158984617","0.0779497927"
"1981","1","Top 0.1%","Adults","157673.6224239328","0.37100971","631183050461.6592","4003098.5573770497","0.0796785693"
"1981","2","Top 0.1%","Adults","158394.0912270508","0.37836501","652939936447.1674","4122249.3300662795","0.0801624757"
"1981","3","Top 0.1%","Adults","159058.3900374308","0.38548091","652590282748.2024","4102834.7048818353","0.0795294719"
"1981","4","Top 0.1%","Adults","159708.2410761866","0.3921428","689262304197.7249","4315759.159033765","0.0813230272"
"1982","1","Top 0.1%","Adults","160373.7830808492","0.39754167","699423771942.4489","4361210.158582144","0.0814609926"
"1982","2","Top 0.1%","Adults","161046.3179897631","0.40270939","720968348995.8441","4476776.3584739175","0.0830064579"
"1982","3","Top 0.1%","Adults","161676.7757180763","0.40842187","757339229958.685","4684279.647432445","0.0849553995"
"1982","4","Top 0.1%","Adults","162292.4030838529","0.4126485","820712492164.6045","5056998.8278537","0.0892315319"
"1983","1","Top 0.1%","Adults","162937.0362555767","0.4157607","853458650476.1809","5237965.965807055","0.0897322482"
"1983","2","Top 0.1%","Adults","163591.5060234012","0.41885632","889484944887.3289","5437231.837453047","0.090815671"
"1983","3","Top 0.1%","Adults","164204.8801967456","0.42330587","894385197321.0493","5446763.800499855","0.0902716938"
"1983","4","Top 0.1%","Adults","164804.5223777139","0.42651707","891751900076.023","5410967.412849419","0.0895710895"
"1984","1","Top 0.1%","Adults","165412.2890883547","0.4308345","893994112525.2507","5404641.44140902","0.0884643821"
"1984","2","Top 0.1%","Adults","166021.2306111223","0.43451631","900755460386.522","5425543.811901955","0.0878913299"
"1984","3","Top 0.1%","Adults","166571.5534857199","0.43837973","931894063668.3992","5594557.078728872","0.0881301656"
"1984","4","Top 0.1%","Adults","167104.4008055289","0.44165701","955004468157.1156","5715016.8610371975","0.08823431"
"1985","1","Top 0.1%","Adults","167664.3200910379","0.44602394","1008634649761.018","6015797.810848201","0.090204052"
"1985","2","Top 0.1%","Adults","168229.77659081","0.44889671","1059910817900.4609","6300375.827511866","0.092340166"
"1985","3","Top 0.1%","Adults","168754.5923776501","0.45160443","1078856486768.124","6393049.64426561","0.0929200634"
"1985","4","Top 0.1%","Adults","169262.6540593651","0.4541305","1163983532740.0159","6876788.853445336","0.095232465"
"1986","1","Top 0.1%","Adults","169786.6521078514","0.45639235","1220183825018.1191","7186570.9693306","0.096108139"
"1986","2","Top 0.1%","Adults","170308.8284817359","0.45811769","1247075580508.747","7322436.491555601","0.0958870011"
"1986","3","Top 0.1%","Adults","170789.3502707275","0.45999983","1232476509563.421","7216354.57720142","0.0942470737"
"1986","4","Top 0.1%","Adults","171256.1797948439","0.46250117","1282761430637.634","7490307.398975712","0.0945324122"
"1987","1","Top 0.1%","Adults","171732.3865732911","0.46543998","1406963442749.063","8192767.076864713","0.0988493814"
"1987","2","Top 0.1%","Adults","172209.9327502117","0.46866772","1460465442734.701","8480727.095184965","0.1008361301"
"1987","3","Top 0.1%","Adults","172654.8203380751","0.47220919","1534570577041.6218","8888084.178807067","0.1033456137"
"1987","4","Top 0.1%","Adults","173088.4833565768","0.47597352","1509369390275.972","8720218.474423537","0.1040165551"
"1988","1","Top 0.1%","Adults","173552.968810536","0.47970483","1612843619271.593","9293091.500107378","0.1079150876"
"1988","2","Top 0.1%","Adults","174035.5501945551","0.48437718","1704606319135.057","9794586.89462854","0.1112722403"
"1988","3","Top 0.1%","Adults","174494.434017764","0.49016401","1778600966846.417","10192880.80366707","0.1144420553"
"1988","4","Top 0.1%","Adults","174960.5081471222","0.49439895","1895008654715.31","10831065.105971342","0.1186798687"
"1989","1","Top 0.1%","Adults","175465.5314620819","0.49955836","1925974347673.373","10976368.58718076","0.1180410894"
"1989","2","Top 0.1%","Adults","175995.1142155522","0.50487465","1965335104207.5269","11166986.72555454","0.1177704303"
"1989","3","Top 0.1%","Adults","176505.9750648729","0.50856471","2021196860781.9832","11451152.631173613","0.1175983481"
"1989","4","Top 0.1%","Adults","177067.566320566","0.51218873","2052534814911.366","11591816.94063284","0.1173004692"
"1990","1","Top 0.1%","Adults","177708.1279561942","0.51771134","2018077550513.1719","11356135.331134863","0.1162030229"
"1990","2","Top 0.1%","Adults","178397.6985910217","0.52350646","2059600176104.194","11544992.970037386","0.1168174696"
"1990","3","Top 0.1%","Adults","179080.8904342087","0.52799726","1966689815618.376","10982131.09645501","0.1136977014"
"1990","4","Top 0.1%","Adults","179760.8705345676","0.53192663","2060941046923.6582","11464903.573257586","0.1161021662"
"1991","1","Top 0.1%","Adults","180466.377571112","0.53713566","2144033829492.901","11880516.794038566","0.1170257193"
